Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins,Source
2,0,0.001,0.0,0.001,4,2,1,3,1,1
3,1,0.006,0.0,0.006,4,2,1,4,1,1
0,0,0.422,0.01,0.432,3,2,1,4,1,1
1,0,0.01,0.0,0.01,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.015,0.0,0.015,4,2,1,5,1,1
0,0,0.572,0.012,0.584,4,2,1,4,1,1
1,0,0.006,0.0,0.006,3,2,1,1,1,1
2,0,0.001,0.0,0.001,4,2,1,4,1,1
3,1,0.005,0.0,0.005,4,2,1,4,1,1
0,0,0.481,0.014,0.496,4,2,1,4,1,1
1,0,0.047,0.0,0.047,4,2,1,1,1,1
2,0,0.002,0.0,0.002,4,2,1,4,1,1
3,1,0.004,0.0,0.004,4,2,1,4,1,1
0,0,0.31,0.017,0.327,4,2,1,4,1,1
1,0,0.004,0.0,0.004,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.004,0.0,0.004,4,2,1,4,1,1
0,0,0.358,0.034,0.392,3,2,1,4,1,1
1,0,0.003,0.0,0.003,3,2,1,1,1,1
2,0,0.001,0.0,0.001,4,2,1,4,1,1
3,1,0.007,0.0,0.007,4,2,1,5,1,1
0,0,0.478,0.001,0.479,3,2,1,4,1,1
1,0,0.004,0.0,0.004,3,2,1,1,1,1
2,0,0.001,0.0,0.001,4,2,1,4,1,1
3,1,0.011,0.0,0.011,4,2,1,5,1,1
0,0,0.384,0.025,0.409,3,2,1,4,1,1
1,0,0.002,0.0,0.002,3,2,1,1,1,1
2,0,0.001,0.0,0.001,4,2,1,4,1,1
3,1,0.01,0.0,0.01,4,2,1,5,1,1
0,0,0.249,0.091,0.34,3,2,1,4,1,1
1,0,0.001,0.001,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.005,0.0,0.005,3,2,1,4,1,1
0,0,0.24,0.102,0.342,4,2,1,4,1,1
1,0,0.001,0.001,0.002,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.004,0.0,0.004,4,2,1,4,1,1
0,0,0.253,0.072,0.326,3,2,1,4,1,1
1,0,0.002,0.0,0.003,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.006,0.0,0.006,4,2,1,4,1,1
0,0,0.276,0.068,0.345,3,2,1,4,1,1
1,0,0.004,0.0,0.004,3,2,1,1,1,1
2,0,0.001,0.0,0.001,4,2,1,4,1,1
3,1,0.005,0.0,0.005,4,2,1,4,1,1
0,0,0.319,0.071,0.39,3,2,1,3,1,1
1,0,0.001,0.0,0.002,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.024,0.0,0.024,3,2,1,3,1,1
0,0,0.339,0.044,0.383,3,2,1,4,1,1
1,0,0.002,0.0,0.002,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.011,0.0,0.011,3,2,1,3,1,1
0,0,0.215,0.015,0.23,3,2,1,3,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.189,0.033,0.222,3,2,1,4,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.003,0.0,0.003,4,2,1,4,1,1
0,0,0.139,0.023,0.162,3,2,1,3,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.002,0.0,0.002,3,2,1,3,1,1
0,0,0.68,0.02,0.7,3,2,1,3,1,1
1,0,0.003,0.0,0.003,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.54,0.044,0.584,3,2,1,4,1,1
1,0,0.002,0.0,0.003,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,3,1,1
0,0,0.431,0.057,0.488,3,2,1,4,1,1
1,0,0.002,0.0,0.002,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.491,0.03,0.521,3,2,1,3,1,1
1,0,0.002,0.0,0.002,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,4,1,1
0,0,0.323,0.036,0.359,3,2,1,3,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.374,0.005,0.379,3,2,1,3,1,1
1,0,0.002,0.0,0.002,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,3,1,1
0,0,0.141,0.026,0.167,3,2,1,3,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.002,0.0,0.002,3,2,1,4,1,1
0,0,0.121,0.092,0.213,3,2,1,4,1,1
1,0,0.004,0.001,0.004,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.004,0.0,0.004,4,2,1,4,1,1
0,0,0.284,0.052,0.335,3,2,1,3,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.004,0.0,0.004,4,2,1,4,1,1
0,0,0.354,0.044,0.397,3,2,1,4,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,4,1,1
0,0,0.25,0.048,0.298,3,2,1,3,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.02,0.0,0.02,4,2,1,5,1,1
0,0,0.319,0.022,0.341,3,2,1,3,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.018,0.0,0.018,4,2,1,5,1,1
0,0,0.711,0.039,0.75,3,2,1,4,1,1
1,0,0.003,0.0,0.003,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,4,1,1
0,0,0.935,0.014,0.949,3,2,1,4,1,1
1,0,0.003,0.0,0.003,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,4,1,1
0,0,1.022,0.01,1.033,3,2,1,4,1,1
1,0,0.003,0.0,0.003,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,4,1,1
0,0,0.614,0.019,0.633,3,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.006,0.0,0.006,4,2,1,4,1,1
0,0,0.628,0.014,0.642,3,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,3,1,1
0,0,0.51,0.035,0.545,3,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,4,1,1
0,0,0.411,0.035,0.446,3,2,1,4,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,4,1,1
0,0,0.478,0.037,0.515,3,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,4,1,1
0,0,0.337,0.035,0.372,3,2,1,4,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,3,1,1
0,0,0.177,0.015,0.192,3,2,1,3,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.003,0.0,0.003,3,2,1,3,1,1
0,0,0.48,0.014,0.495,4,2,1,3,1,1
1,0,0.013,0.0,0.013,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,4,1,1
0,0,1.062,0.041,1.103,4,2,1,4,1,1
1,0,0.005,0.0,0.006,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.007,0.0,0.007,4,2,1,4,1,1
0,0,0.829,0.03,0.859,4,2,1,4,1,1
1,0,0.004,0.0,0.004,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.003,0.0,0.003,3,2,1,4,1,1
0,0,0.741,0.009,0.75,4,2,1,4,1,1
1,0,0.006,0.0,0.006,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,4,1,1
0,0,0.677,0.009,0.686,4,2,1,4,1,1
1,0,0.005,0.0,0.005,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.003,0.0,0.003,3,2,1,3,1,1
0,0,1.461,0.008,1.469,3,2,1,3,1,1
1,0,0.003,0.0,0.004,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.356,0.0,0.356,2,2,1,1,1,1
0,0,1.591,0.002,1.593,4,2,1,4,1,1
1,0,0.003,0.0,0.003,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,3,1,1
0,0,0.688,0.001,0.688,3,2,1,3,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,2,1,1
3,1,0.006,0.0,0.006,3,2,1,3,1,1
0,0,1.188,0.023,1.211,4,2,1,4,1,1
1,0,0.005,0.0,0.005,3,2,1,1,1,1
2,0,0.001,0.0,0.001,3,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,3,1,1
0,0,1.552,0.011,1.563,4,2,1,4,1,1
1,0,0.004,0.0,0.004,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.845,0.046,0.891,4,2,1,3,1,1
1,0,0.003,0.0,0.003,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,1.14,0.094,1.234,3,2,1,3,1,1
1,0,0.001,0.001,0.002,4,2,1,1,1,1
2,0,0.001,0.0,0.001,2,2,1,1,1,1
3,1,0.004,0.0,0.004,3,2,1,4,1,1
0,0,0.318,0.146,0.465,4,2,1,4,1,1
1,0,0.001,0.001,0.002,3,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,3,1,1
0,0,0.498,0.037,0.535,4,2,1,2,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.003,0.0,0.003,4,2,1,4,1,1
0,0,0.172,0.002,0.174,3,2,1,3,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.003,0.0,0.003,4,2,1,4,1,1
0,0,0.124,0.023,0.147,3,2,1,3,1,1
1,0,0.001,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.044,0.093,0.138,3,2,1,4,1,1
1,0,0.0,0.0,0.001,3,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.001,0.0,0.001,4,2,1,4,1,1
0,0,0.501,0.089,0.59,4,2,1,4,1,1
1,0,0.002,0.001,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.557,0.064,0.622,4,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.012,0.0,0.012,3,2,1,3,1,1
0,0,0.467,0.062,0.529,4,2,1,4,1,1
1,0,0.001,0.001,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.014,0.0,0.014,4,2,1,5,1,1
0,0,0.235,0.069,0.305,3,2,1,4,1,1
1,0,0.001,0.001,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,3,1,1
3,1,0.007,0.0,0.007,4,2,1,4,1,1
0,0,0.448,0.121,0.569,4,2,1,4,1,1
1,0,0.001,0.001,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,3,1,1
0,0,0.485,0.028,0.512,3,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.028,0.0,0.028,4,2,1,5,1,1
0,0,0.592,0.048,0.64,4,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.007,0.0,0.007,3,2,1,3,1,1
0,0,0.789,0.005,0.795,4,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.488,0.043,0.53,3,2,1,4,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,3,1,1
0,0,0.808,0.003,0.811,3,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.008,0.0,0.008,3,2,1,4,1,1
0,0,0.296,0.092,0.389,4,2,1,4,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.095,0.0,0.095,4,2,1,5,1,1
0,0,0.579,0.086,0.665,3,2,1,3,1,1
1,0,0.002,0.001,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.007,0.0,0.007,3,2,1,4,1,1
0,0,0.405,0.083,0.488,3,2,1,3,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.008,0.0,0.008,4,2,1,4,1,1
0,0,0.505,0.024,0.528,3,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,4,1,1
0,0,0.437,0.01,0.447,3,2,1,3,1,1
1,0,0.002,0.0,0.002,3,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.273,0.104,0.376,3,2,1,3,1,1
1,0,0.001,0.001,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,3,1,1
0,0,0.407,0.045,0.452,3,2,1,4,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,3,1,1
0,0,0.628,0.034,0.662,3,2,1,3,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.006,0.0,0.006,3,2,1,4,1,1
0,0,6.39,0.05,6.44,3,2,1,2,1,1
1,0,0.005,0.0,0.005,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,4,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,1.104,0.063,1.167,3,2,1,3,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,4,1,1
0,0,0.466,0.065,0.531,3,2,1,3,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,4,1,1
0,0,0.41,0.066,0.475,3,2,1,3,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,4,1,1
0,0,2.886,0.046,2.931,3,2,1,3,1,1
1,0,0.004,0.0,0.004,4,2,1,1,1,1
2,0,0.0,0.0,0.0,4,2,1,4,1,1
3,1,0.004,0.0,0.004,3,2,1,3,1,1
0,0,0.221,0.037,0.258,3,2,1,4,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.002,0.0,0.002,3,2,1,4,1,1
0,0,0.255,0.055,0.31,3,2,1,4,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.003,0.0,0.003,4,2,1,4,1,1
0,0,0.645,0.021,0.666,3,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.531,0.049,0.58,3,2,1,4,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.005,0.0,0.005,3,2,1,3,1,1
0,0,0.688,0.05,0.738,3,2,1,3,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.004,0.0,0.004,3,2,1,4,1,1
0,0,0.818,0.051,0.869,3,2,1,2,1,1
1,0,0.004,0.0,0.005,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.011,0.0,0.011,3,2,1,3,1,1
0,0,0.434,0.072,0.506,3,2,1,3,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.009,0.0,0.009,3,2,1,2,1,1
0,0,1.115,0.062,1.176,3,2,1,3,1,1
1,0,0.002,0.0,0.003,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,2,1,1
3,1,0.257,0.0,0.257,2,2,1,1,1,1
0,0,0.649,0.065,0.714,3,2,1,4,1,1
1,0,0.002,0.0,0.003,3,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.029,0.0,0.029,2,2,1,2,1,1
0,0,0.587,0.046,0.634,3,2,1,3,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.058,0.0,0.058,2,2,1,1,1,1
0,0,0.666,0.027,0.693,3,2,1,4,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.041,0.0,0.041,4,2,1,1,1,1
0,0,0.475,0.053,0.528,3,2,1,3,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.023,0.0,0.023,4,2,1,2,1,1
0,0,0.4,0.067,0.467,3,2,1,3,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.041,0.0,0.041,4,2,1,1,1,1
0,0,0.289,0.069,0.358,3,2,1,3,1,1
1,0,0.001,0.0,0.002,3,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.007,0.0,0.007,3,2,1,3,1,1
0,0,0.251,0.085,0.335,3,2,1,3,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.045,0.0,0.045,3,2,1,1,1,1
0,0,0.351,0.081,0.432,3,2,1,2,1,1
1,0,0.002,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.011,0.0,0.011,3,2,1,3,1,1
0,0,0.301,0.069,0.371,3,2,1,3,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.011,0.0,0.011,3,2,1,3,1,1
0,0,0.324,0.074,0.398,3,2,1,3,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.013,0.0,0.013,3,2,1,2,1,1
0,0,0.324,0.02,0.344,3,2,1,3,1,1
1,0,0.001,0.0,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.007,0.0,0.007,3,2,1,2,1,1
0,0,0.329,0.052,0.381,3,2,1,3,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.007,0.0,0.007,3,2,1,3,1,1
0,0,0.334,0.031,0.364,3,2,1,3,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.012,0.0,0.012,3,2,1,3,1,1
0,0,0.14,0.111,0.251,3,2,1,3,1,1
1,0,0.001,0.001,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.01,0.0,0.01,3,2,1,3,1,1
0,0,0.171,0.129,0.3,3,2,1,3,1,1
1,0,0.001,0.001,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.009,0.0,0.009,3,2,1,3,1,1
0,0,0.37,0.075,0.446,3,2,1,3,1,1
1,0,0.001,0.0,0.002,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
3,1,0.031,0.0,0.031,2,2,1,1,1,1
0,0,0.054,0.17,0.224,3,2,1,3,1,1
1,0,0.0,0.001,0.001,4,2,1,1,1,1
2,0,0.0,0.0,0.0,3,2,1,3,1,1
